Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Zhar Library	176	1	4	39	39	98	49	49	49	49	49	49	4600	1000	0	1	0	0	0	0	1	1	1	0	2	15	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	170	255	255	255	0	1	1	0	4500	43	68	89	43	66	89	9000	9000	9900	8	16	8	16	40	60	0	0	0	baboon4Ash	thornhulk3Ash	pantherwoman6Ash	foulcrow3Ash	fetish3Ash	slinger2Ash	deathmauler4Ash	willowisp8Ash																		1	baboon4Ash	thornhulk3Ash	pantherwoman6Ash	foulcrow3Ash	fetish3Ash	slinger2Ash	deathmauler4Ash	willowisp8Ash																		baboon4Ash	thornhulk3Ash	pantherwoman6Ash	foulcrow3Ash	fetish3Ash	slinger2Ash	deathmauler4Ash	willowisp8Ash																		chicken	bunny	chicken		40								0	22	255	ZharLibraryMap	ToZharLibraryMap	U2L1																	0
Zhar Rivers	177	0	4	39	39	98	169	199	169	199	169	199	4600	1100	0	1	0	0	0	0	1	1	1	0	2	34	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	170	255	255	255	0	1	1	0	4500	43	68	89	43	66	89	10000	10000	10000	8	16	8	16	40	60	0	0	5	pantherwoman1Zhar1	swarm4Zhar1	cantor4Zhar1	slinger2Zhar1	blunderbore4Zhar1																					1	pantherwoman1Zhar1	swarm4Zhar1	cantor4Zhar1	slinger2Zhar1	blunderbore4Zhar1																					pantherwoman1Zhar1	swarm4Zhar1	cantor4Zhar1	slinger2Zhar1	blunderbore4Zhar1																					chicken	bunny	chicken		40								0	3	255	ZharRiversMap	ToZharRiversMap	U2L2																	0
Zhar Ice	178	4	4	39	39	98	148	148	148	148	148	148	4600	1350	0	1	1	0	0	0	1	1	1	0	2	33	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	170	220	220	255	0	1	1	0	4500	43	68	89	43	66	89	10000	10000	10000	8	16	8	16	40	60	0	0	5	fallenshaman2Zhar3	vampire2Zhar3	fallen2Zhar3	reanimatedhorde2Zhar3	siegebeast2Zhar3																					1	fallenshaman2Zhar3	vampire2Zhar3	fallen2Zhar3	reanimatedhorde2Zhar3	siegebeast2Zhar3																					fallenshaman2Zhar3	vampire2Zhar3	fallen2Zhar3	reanimatedhorde2Zhar3	siegebeast2Zhar3																					chicken	bunny	chicken		40								0	40	255	ZharIceMap	ToZharIceMap	U2L3																	0
Zhar Kurast	179	2	4	39	39	98	149	149	149	149	149	149	4600	1550	0	1	0	0	0	0	1	1	1	0	2	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	170	220	255	220	0	1	1	0	4500	43	68	89	43	66	89	10000	10000	10000	8	16	8	16	40	60	0	0	5	baboon3Zhar2	skeleton2Zhar2	unraveler2Zhar2	frogdemon2Zhar2	succubus4Zhar2																					1	baboon3Zhar2	skeleton2Zhar2	unraveler2Zhar2	frogdemon2Zhar2	succubus4Zhar2																					baboon3Zhar2	skeleton2Zhar2	unraveler2Zhar2	frogdemon2Zhar2	succubus4Zhar2																					chicken	bunny	chicken		40								0	25	255	ZharKurastMap	ToZharKurastMap	U2L4																	0
Void Event Map	180	3	4	39	39	98	99	99	99	99	99	99	4600	1750		1	0	0	0	0	1	1			2	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	0	1	0	1500	89	89	89	89	89	89	10000	10000	10000	0	0	0	0	0	0	1		0	voidBeast	voidWatcher	voidFrog	voidknightCorridor																							voidBeast	voidWatcher	voidFrog	voidknightCorridor																						voidBeast	voidWatcher	voidFrog	voidknightCorridor																																		0	32	255	VoidEventMap	ToVoidEventMap	U1L3																	1
Hellcaves	181	3	4	39	39	98	150	150	150	150	150	150	4600	2000		1				0	1	1			2	38	-1	-1	-1	-1	182	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	125	255	240	240	0	1	1	0	1500	89	89	89	89	89	89	6000	6000	9900	8	16	8	16	40	60	1		5	skeleton5Warlord	vilemother3Warlord	suicideminion3Warlord	imp5Warlord	deathmauler1Warlord																					1	skeleton5Warlord	vilemother3Warlord	suicideminion3Warlord	imp5Warlord	deathmauler1Warlord																					skeleton5Warlord	vilemother3Warlord	suicideminion3Warlord	imp5Warlord	deathmauler1Warlord																																	0	33	255	HellcavesMap	ToHellcavesMap	U3L1																	0
Hellcave Fortress	182	3	4	39	39	98	150	75	150	75	150	75	4600	1925		1				0	1	1			2	38	-1	-1	-1	-1	181	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	140	255	210	210	0	1	1	0	1500	89	89	89	89	89	89	10000	10000	10000	8	16	8	16	40	60	1		6	doomknight1Warlord2	regurgitator2Warlord2	reanimatedhorde1Warlord2	doomknight3Warlord2	bloodlord1Warlord2	skeleton5Warlord																				1	doomknight1Warlord2	regurgitator2Warlord2	reanimatedhorde1Warlord2	doomknight3Warlord2	bloodlord1Warlord2	skeleton5Warlord																				doomknight1Warlord2	regurgitator2Warlord2	reanimatedhorde1Warlord2	doomknight3Warlord2	bloodlord1Warlord2	skeleton5Warlord																																0	34	255	HellcavesFortressMap	ToHellcavesFortressMap	U3L2																	0
Fallen Gardens	183	4	4	39	39	98	150	150	150	150	150	150	4300	1600		1	1			0	1	1		1	2	34	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	115	230	255	200	0	0	1	0	2000	88	88	88	88	88	88	7500	7500	8250	8	16	8	16	40	60	1		7	thornhulk4FallenGardens	mosquito4FallenGardens	mosquito4FallenGardens	councilmemberFallenGardens	imp5FallenGardens	reanimatedhorde3FallenGardens	fingermage2FallenGardens																			1	thornhulk4FallenGardens	mosquito4FallenGardens	mosquito4FallenGardens	councilmemberFallenGardens	imp5FallenGardens	reanimatedhorde3FallenGardens	fingermage2FallenGardens																			thornhulk4FallenGardens	mosquito4FallenGardens	mosquito4FallenGardens	councilmemberFallenGardens	imp5FallenGardens	reanimatedhorde3FallenGardens	fingermage2FallenGardens																															0	29	255	FallenGardensMap	ToFallenGardensMap	U4L1																	0
Diamond Gate	184	3	4	39	39	98	75	75	75	75	75	75	4300	1800		1				0	1	1		1	2	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	250	255	255	255	0	0	1	0	2000	88	88	88	88	88	88	7500	7500	8250	8	16	8	16	40	60	1		0																										1																																																															0	40	255	DiamondGateMap	ToDiamondGateMap	U4L2																	0
PD2 Pandemonium Finale	185	0	4			25	43	48	43	48	43	48	5000	1100		1	1				1	1	1		2	11	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255	0	1	1	0	2025	50	75	83	50	75	83				3	3	3	3	3	3																																																																																												0	3	255	Tristram	To Tristram	A5L31	44	45							33	1							0
Kanemith Outside	186	4	4	39	39	98	149	149	149	149	149	149	4600	2200		1	1			0	1	1			2	39	-1	-1	-1	-1			187						-1	-1	85	-1	-1	-1	-1	-1	160	255	255	255	0	1	1	0	4000	7	32	92	7	92	92	10000	10000	10000	8	16	8	16	40	60	1		12	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	slingerMaus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon															bunny				3								0	37	255	KanemithOutside	ToKanemithOutside	M44L1	57	58	133						20	10	5						0
Kanemith Dungeon	187	4	4	39	39	98	149	149	149	149	149	149	4600	2400		1				0	1	1		1	2	39	-1	-1	-1	-1		186							-1	73	-1	-1	-1	-1	-1	-1	180	230	230	255	0	1	1	0	1000	7	32	92	7	92	92	7500	7500	10000				16	40	60	1		12	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														1	reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	siegebeast3Maus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon	slingerMaus														reanimatedMaus	pantherwomanMaus	bloodlordMaus	succubusMaus	bigheadMaus	slingerMaus	vampire2Maus	putriddefiler1dungeon	bonefetish7dungeon	batdemon3dungeon	blunderbore1dungeon																											0	41	255	KanemithDungeon	ToKanemithDungeon	M44L2	107	108	109	123	129	110			25	25	70	25	25	25			1
